Longitude,Latitude,Field,Dataset,Product,Feature ID,Date / Time,Duration(s),Area Count,Elevation(ft),Swath Width(ft),Y Offset(ft),Speed(mph),Distance(ft),Fuel Consumption Rate (Time)(gal(US)/h),Track(deg),Target Rate (Liquid)(gal(US)/ac),Rate (Volume)(gal(US)/ac),Segment ID,Pass Number,Productivity(ac/h),Date,Rate Quality,Rate (Volume) (Tough 5EC)(floz(US)/ac),Product Amount Used/Needed (Tough 5EC),Rate (Volume) (Laudis Herbicide)(floz(US)/ac),Product Amount Used/Needed (Laudis Herbicide),Rate (Mass) (Ag saver)(oz/ac),Rate (Volume) (Warrant Herbicide)(qt(US)/ac),Product Amount Used/Needed (Warrant Herbicide),Rate (Volume) (Fulltec Oil)(floz(US)/ac),Product Amount Used/Needed (Fulltec Oil),Rate (Volume) (Fulltec Adjuvant)(floz(US)/ac),Product Amount Used/Needed (Fulltec Adjuvant),Rate (Volume) (Water)(gal(US)/ac),Product Amount Used/Needed (Water),Rate (Volume) (Callisto)(floz(US)/ac),Product Amount Used/Needed (Callisto),Rate (Volume) (Ag saver)(floz(US)/ac),Product Amount Used/Needed (Ag saver),Rate (Mass) (AAtrex 4L Herbicide)(lb/ac),Rate (Volume) (Smackdown)(pt(US)/ac),Product Amount Used/Needed (Smackdown),Rate (Volume) (Surpass NXT)(pt(US)/ac),Rate (Mass) (Atrazine 4L)(lb/ac),Rate (Volume) (Gro Centric)(floz(US)/ac),Rate (Volume) (Water (1)~9)(gal(US)/ac),Product Amount Used/Needed,Area (ac)
-93.78163025,42.01980987,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1,7/2/2025,0.200,On,1114.5,41.25,36.25,5.042,1.476,8.354,178.34,15.00,14.76,0,1,25.17,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.738,0.00026,3.937,4.300e-05,1.969,2.150e-05,14.05,0.020,0.00,0.00,23.62,0.00026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0014
-93.77714010,42.01628702,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,21,5/8/2025,0.200,On,1125.3,110.00,-5.625,4.807,1.407,5.396,2.556,19.99,20.24,0,1,63.98,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.012,0.00090,5.397,0.00015,2.698,7.493e-05,19.25,0.068,0.00,0.00,32.38,0.00090,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0036
-93.77713954,42.01629520,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,22,5/8/2025,0.400,On,1125.3,111.25,-5.000,4.959,2.904,5.146,2.682,19.99,20.19,0,1,66.74,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.010,0.0019,5.385,0.00031,2.693,0.00016,19.21,0.142,0.00,0.00,32.31,0.0019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0074
-93.77713927,42.01630361,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,23,5/8/2025,0.395,On,1125.2,112.50,-4.375,5.100,2.949,5.416,3.074,19.99,20.00,0,1,69.42,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.000,0.0019,5.334,0.00032,2.667,0.00016,19.03,0.145,0.00,0.00,32.00,0.0019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0076
-93.77713798,42.01632457,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,24,5/8/2025,1.005,On,1125.1,113.75,-3.750,5.220,7.684,4.693,3.803,19.99,19.97,0,1,71.87,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.998,0.0050,5.324,0.00083,2.662,0.00042,18.99,0.381,0.00,0.00,31.95,0.0050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.020
-93.77713547,42.01634541,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,25,5/8/2025,1.004,On,1125.1,113.75,-3.750,5.180,7.615,5.088,2.384,19.99,20.00,0,1,71.30,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.000,0.0050,5.333,0.00083,2.667,0.00041,19.03,0.378,0.00,0.00,32.00,0.0050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.020
-93.77713409,42.01635834,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,26,5/8/2025,0.595,On,1125.1,113.75,-3.750,5.186,4.521,6.032,1.427,19.99,19.97,0,1,71.43,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.998,0.0029,5.324,0.00049,2.662,0.00025,18.99,0.224,0.00,0.00,31.95,0.0029,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.012
-93.77713275,42.01638169,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,27,5/8/2025,1.000,On,1125.1,112.50,-4.375,5.503,8.059,6.245,0.611,19.99,19.96,0,1,74.93,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.998,0.0052,5.322,0.00087,2.661,0.00043,18.99,0.395,0.00,0.00,31.93,0.0052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.021
-93.77713271,42.01640615,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,28,5/8/2025,0.996,On,1125.0,112.50,-4.375,5.941,8.669,5.410,1.372,19.99,19.87,0,1,80.93,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.994,0.0056,5.300,0.00093,2.650,0.00046,18.91,0.423,0.00,0.00,31.80,0.0056,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.022
-93.77713184,42.01643050,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,29,5/8/2025,1.004,On,1125.0,112.50,-4.375,6.058,8.919,5.185,2.000,19.99,19.82,0,1,82.59,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.991,0.0057,5.286,0.00095,2.643,0.00048,18.86,0.434,0.00,0.00,31.72,0.0057,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023
-93.77713031,42.01645493,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,30,5/8/2025,1.001,On,1124.9,112.50,-4.375,6.036,8.860,5.464,1.890,19.99,19.90,0,1,82.29,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.995,0.0057,5.308,0.00095,2.654,0.00047,18.94,0.433,0.00,0.00,31.85,0.0057,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023
-93.77712922,42.01647950,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,31,5/8/2025,0.995,On,1125.0,112.50,-4.375,6.068,8.850,4.835,2.031,19.99,19.92,0,1,82.69,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.996,0.0057,5.312,0.00095,2.656,0.00047,18.95,0.433,0.00,0.00,31.87,0.0057,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023
-93.77712798,42.01650398,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,32,5/8/2025,0.999,On,1124.9,111.25,-5.000,6.084,8.909,4.972,2.282,19.99,19.88,0,1,81.99,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.994,0.0057,5.300,0.00094,2.650,0.00047,18.91,0.430,0.00,0.00,31.80,0.0057,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023
-93.77712656,42.01652888,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,33,5/8/2025,1.001,On,1125.0,111.25,-5.000,6.105,8.948,6.882,2.086,19.99,20.02,0,1,82.19,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.001,0.0057,5.339,0.00095,2.670,0.00048,19.05,0.435,0.00,0.00,32.04,0.0057,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023
-93.77712518,42.01655540,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,34,5/8/2025,0.999,On,1125.1,111.25,-5.000,6.401,9.385,5.986,1.780,19.99,19.85,0,1,86.37,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.992,0.0059,5.293,0.00099,2.646,0.00050,18.88,0.453,0.00,0.00,31.76,0.0059,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024
-93.77712448,42.01657660,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,35,5/8/2025,0.806,On,1125.1,111.25,-5.000,6.596,7.783,5.198,2.000,19.99,19.82,0,1,88.78,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.991,0.0049,5.286,0.00082,2.643,0.00041,18.86,0.375,0.00,0.00,31.71,0.0049,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.020
-93.77712326,42.01660281,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,36,5/8/2025,0.999,On,1125.2,110.00,-5.625,6.547,9.598,5.523,2.133,19.99,19.88,0,1,87.34,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.994,0.0060,5.303,0.0010,2.651,0.00050,18.92,0.458,0.00,0.00,31.82,0.0060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024
-93.77712167,42.01662913,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,37,5/8/2025,1.000,On,1125.3,110.00,-5.625,6.556,9.611,6.013,1.529,19.99,19.91,0,1,87.37,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.996,0.0060,5.310,0.0010,2.655,0.00050,18.94,0.460,0.00,0.00,31.86,0.0060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024
-93.77712033,42.01665567,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,38,5/8/2025,1.000,On,1125.4,110.00,-5.625,6.546,9.598,6.279,0.925,19.99,19.97,0,1,87.25,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.999,0.0061,5.327,0.0010,2.663,0.00050,19.00,0.461,0.00,0.00,31.96,0.0061,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024
-93.77711958,42.01667683,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,39,5/8/2025,0.800,On,1125.5,110.00,-5.625,6.568,7.704,6.470,0.376,19.99,19.93,0,1,87.54,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.996,0.0048,5.314,0.00081,2.657,0.00040,18.96,0.369,0.00,0.00,31.88,0.0048,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.019
-93.77711898,42.01670312,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,40,5/8/2025,1.000,On,1125.7,108.75,-6.250,6.583,9.650,6.376,0.251,19.99,19.95,0,1,86.73,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.997,0.0060,5.319,0.0010,2.660,0.00050,18.98,0.457,0.00,0.00,31.92,0.0060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024
-93.77711901,42.01672965,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,41,5/8/2025,1.000,On,1125.7,108.75,-6.250,6.561,9.621,6.150,0.823,19.99,19.92,0,1,86.47,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.996,0.0060,5.311,0.00100,2.656,0.00050,18.95,0.455,0.00,0.00,31.87,0.0060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024
-93.77711853,42.01675610,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,42,5/8/2025,1.000,On,1125.8,108.75,-6.250,6.566,9.624,6.309,0.721,19.99,19.95,0,1,86.50,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.997,0.0060,5.319,0.00100,2.660,0.00050,18.98,0.456,0.00,0.00,31.92,0.0060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024
-93.77711802,42.01678251,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,43,5/8/2025,1.000,On,1125.9,108.75,-6.250,6.579,9.644,6.045,0.345,19.99,19.90,0,1,86.67,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.995,0.0060,5.306,0.00100,2.653,0.00050,18.93,0.456,0.00,0.00,31.84,0.0060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024
-93.77711763,42.01680898,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,44,5/8/2025,1.000,On,1126.0,108.75,-6.250,6.556,9.614,6.014,0.455,19.99,19.93,0,1,86.41,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.997,0.0060,5.315,0.00100,2.658,0.00050,18.96,0.455,0.00,0.00,31.89,0.0060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024
-93.77711744,42.01683535,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,45,5/8/2025,1.000,On,1126.0,108.75,-6.250,6.579,9.647,6.258,0.800,19.99,19.88,0,1,86.70,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.994,0.0060,5.301,0.00100,2.650,0.00050,18.91,0.455,0.00,0.00,31.80,0.0060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024
-93.77711697,42.01686165,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,46,5/8/2025,1.000,On,1126.2,108.75,-6.250,6.553,9.608,6.256,1.098,19.99,19.92,0,1,86.35,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.996,0.0060,5.311,0.00100,2.656,0.00050,18.95,0.454,0.00,0.00,31.87,0.0060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024
-93.77711637,42.01688813,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,47,5/8/2025,1.000,On,1126.2,108.75,-6.250,6.558,9.614,5.695,1.568,19.99,19.88,0,1,86.41,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.994,0.0060,5.301,0.00099,2.651,0.00050,18.91,0.454,0.00,0.00,31.81,0.0060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024
-93.77711527,42.01691462,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,48,5/8/2025,1.000,On,1126.2,108.75,-6.250,6.561,9.617,5.300,1.796,19.99,19.94,0,1,86.44,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.997,0.0060,5.316,0.00100,2.658,0.00050,18.97,0.455,0.00,0.00,31.90,0.0060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024
-93.77711476,42.01692500,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,49,5/8/2025,0.396,On,1126.2,108.75,-6.250,6.601,3.824,6.384,1.780,19.99,20.04,0,1,86.79,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.002,0.0024,5.344,0.00040,2.672,0.00020,19.06,0.182,0.00,0.00,32.06,0.0024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0095
-93.77711343,42.01695135,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,50,5/8/2025,0.999,On,1126.3,107.50,-6.875,6.537,9.588,6.261,1.419,19.99,19.97,0,1,85.27,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.999,0.0059,5.326,0.00098,2.663,0.00049,19.00,0.450,0.00,0.00,31.96,0.0059,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024
-93.77711273,42.01697785,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,51,5/8/2025,1.001,On,1126.4,107.50,-6.875,6.548,9.601,6.108,1.662,19.99,19.98,0,1,85.21,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.999,0.0059,5.328,0.00099,2.664,0.00049,19.01,0.450,0.00,0.00,31.97,0.0059,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024
-93.77711236,42.01698318,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,52,5/8/2025,0.204,On,1126.3,107.50,-6.875,6.568,1.973,5.614,1.600,19.99,19.95,0,1,85.91,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.997,0.0012,5.320,0.00020,2.660,0.00010,18.98,0.092,0.00,0.00,31.92,0.0012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0049
-93.77711130,42.01700955,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,53,5/8/2025,1.000,On,1126.3,106.25,-7.500,6.583,9.650,6.099,1.294,19.99,19.99,0,1,84.74,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.000,0.0059,5.332,0.00098,2.666,0.00049,19.02,0.448,0.00,0.00,31.99,0.0059,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024
-93.77711012,42.01703071,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,54,5/8/2025,0.795,On,1126.3,106.25,-7.500,6.577,7.664,5.891,359.67,19.99,19.94,0,1,84.66,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.997,0.0047,5.316,0.00078,2.658,0.00039,18.97,0.355,0.00,0.00,31.90,0.0047,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.019
-93.77710956,42.01705757,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,55,5/8/2025,1.000,On,1126.3,105.00,-8.125,6.598,9.673,5.688,358.65,19.99,20.00,0,1,83.94,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.000,0.0058,5.332,0.00097,2.666,0.00049,19.02,0.444,0.00,0.00,31.99,0.0058,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023
-93.77711101,42.01708403,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,56,5/8/2025,1.005,On,1126.2,105.00,-8.125,6.598,9.726,5.548,359.19,19.99,19.93,0,1,83.98,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.996,0.0058,5.314,0.00097,2.657,0.00049,18.96,0.444,0.00,0.00,31.89,0.0058,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023
-93.77711137,42.01711020,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,57,5/8/2025,1.000,On,1126.1,105.00,-8.125,6.565,9.627,5.285,356.84,19.99,19.88,0,1,83.54,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.994,0.0058,5.302,0.00096,2.651,0.00048,18.92,0.439,0.00,0.00,31.81,0.0058,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023
-93.77711140,42.01713584,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,58,5/8/2025,1.001,On,1125.9,105.00,-8.125,6.486,9.513,5.787,349.22,19.99,20.19,0,1,82.46,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.010,0.0058,5.384,0.00096,2.692,0.00048,19.21,0.440,0.00,0.00,32.31,0.0058,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023
-93.77711153,42.01714095,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,59,5/8/2025,0.199,On,1125.9,103.75,-6.250,6.458,1.893,6.076,347.25,19.99,20.52,0,1,81.57,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.026,0.0012,5.471,0.00019,2.735,9.635e-05,19.52,0.088,0.00,0.00,32.82,0.0012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0045
-93.77711215,42.01714607,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,60,5/8/2025,0.195,On,1125.9,101.25,-5.000,6.465,1.847,6.089,345.35,19.99,20.88,0,1,79.26,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.044,0.0011,5.568,0.00019,2.784,9.338e-05,19.86,0.085,0.00,0.00,33.41,0.0011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0043
-93.77711416,42.01715630,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,61,5/8/2025,0.401,On,1125.9,102.50,-4.375,6.480,3.809,5.861,341.78,19.99,21.20,0,1,80.47,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.060,0.0024,5.653,0.00040,2.827,0.00020,20.17,0.181,0.00,0.00,33.92,0.0024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0090
-93.77711535,42.01716141,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,62,5/8/2025,0.204,On,1125.9,105.00,-5.625,6.509,1.946,5.785,339.85,19.99,20.96,0,1,82.76,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.048,0.0012,5.591,0.00020,2.795,0.00010,19.94,0.094,0.00,0.00,33.54,0.0012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0047
-93.77711671,42.01716661,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,63,5/8/2025,0.200,On,1125.9,107.50,-6.875,6.532,1.916,5.336,337.75,19.99,20.70,0,1,85.11,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.035,0.0012,5.519,0.00020,2.760,0.00010,19.69,0.093,0.00,0.00,33.12,0.0012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0047
-93.77712485,42.01718601,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,64,5/8/2025,0.801,On,1125.9,101.25,-3.750,6.557,7.687,5.652,330.17,19.99,20.60,0,1,80.30,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.030,0.0046,5.494,0.00077,2.747,0.00038,19.60,0.350,0.00,0.00,32.96,0.0046,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.018
-93.77713969,42.01720928,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,65,5/8/2025,1.000,On,1125.8,105.00,-5.625,6.473,9.485,5.883,321.52,19.99,20.34,0,1,82.31,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.017,0.0058,5.423,0.00097,2.712,0.00048,19.35,0.442,0.00,0.00,32.54,0.0058,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023
-93.77714715,42.01721807,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,66,5/8/2025,0.394,On,1125.9,106.25,-7.500,6.482,3.753,5.700,318.61,19.99,19.51,0,1,83.65,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.976,0.0022,5.204,0.00037,2.602,0.00019,18.56,0.170,0.00,0.00,31.22,0.0022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0092
-93.77715969,42.01723053,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,67,5/8/2025,0.601,On,1125.9,105.00,-8.125,6.489,5.715,5.565,314.61,19.99,19.02,0,1,82.52,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.951,0.0033,5.072,0.00055,2.536,0.00027,18.10,0.249,0.00,0.00,30.43,0.0033,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.014
-93.77717324,42.01724228,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,68,5/8/2025,0.600,On,1125.9,103.75,-8.750,6.491,5.709,5.973,311.27,19.99,19.06,0,1,81.58,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.953,0.0032,5.082,0.00054,2.541,0.00027,18.13,0.246,0.00,0.00,30.49,0.0032,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.014
-93.77719889,42.01726019,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,69,5/8/2025,0.999,On,1125.9,102.50,-9.375,6.442,9.432,6.045,307.96,19.99,19.20,0,1,79.98,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.960,0.0053,5.120,0.00089,2.560,0.00044,18.26,0.405,0.00,0.00,30.72,0.0053,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.022
-93.77722678,42.01727702,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,70,5/8/2025,1.005,On,1126.0,102.50,-9.375,6.590,9.705,5.713,306.12,19.99,19.39,0,1,81.80,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.969,0.0055,5.170,0.00092,2.585,0.00046,18.44,0.421,0.00,0.00,31.02,0.0055,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023
-93.77724363,42.01728683,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,71,5/8/2025,0.600,On,1126.0,102.50,-9.375,6.663,5.860,5.790,304.84,19.99,19.46,0,1,82.73,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.973,0.0034,5.190,0.00056,2.595,0.00028,18.52,0.255,0.00,0.00,31.14,0.0034,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.014
-93.77727223,42.01730273,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,72,5/8/2025,0.996,On,1126.0,103.75,-8.750,6.590,9.616,6.185,302.85,19.99,19.62,0,1,82.78,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.981,0.0056,5.231,0.00094,2.616,0.00047,18.66,0.427,0.00,0.00,31.39,0.0056,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023
-93.77728421,42.01730880,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,73,5/8/2025,0.400,On,1126.0,103.75,-8.750,6.626,3.875,6.086,302.49,19.99,19.73,0,1,83.06,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.987,0.0023,5.263,0.00038,2.631,0.00019,18.77,0.173,0.00,0.00,31.58,0.0023,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0092
